Region	Start	End	Property Type	Bedrooms	Median Asking Rent	Median Asking Rent MoM	Median Asking Rent YoY	size
Louisville/Jefferson County, KY	Nov-23	Jan-24	Multi-Family (25+ Units)	All	$1,275 	2.00%	1.90%	1
Louisville/Jefferson County, KY	Dec-23	Feb-24	Multi-Family (25+ Units)	All	$1,298 	1.80%	2.90%	1
Louisville/Jefferson County, KY	Jan-24	Mar-24	Multi-Family (25+ Units)	All	$1,321 	1.80%	4.40%	1
Louisville/Jefferson County, KY	Feb-24	Apr-24	Multi-Family (25+ Units)	All	$1,320 	-0.10%	3.00%	1
Louisville/Jefferson County, KY	Mar-24	May-24	Multi-Family (25+ Units)	All	$1,325 	0.40%	3.10%	1
Louisville/Jefferson County, KY	Apr-24	Jun-24	Multi-Family (25+ Units)	All	$1,352 	2.00%	4.20%	1
Louisville/Jefferson County, KY	May-24	Jul-24	Multi-Family (25+ Units)	All	$1,345 	-0.50%	3.10%	1
Louisville/Jefferson County, KY	Jun-24	Aug-24	Multi-Family (25+ Units)	All	$1,329 	-1.20%	1.10%	1
Louisville/Jefferson County, KY	Jul-24	Sep-24	Multi-Family (25+ Units)	All	$1,289 	-3.00%	-0.90%	1
Louisville/Jefferson County, KY	Aug-24	Oct-24	Multi-Family (25+ Units)	All	$1,290 	0.00%	-0.50%	1
Louisville/Jefferson County, KY	Sep-24	Nov-24	Multi-Family (25+ Units)	All	$1,285 	-0.30%	1.60%	1
Louisville/Jefferson County, KY	Oct-24	Dec-24	Multi-Family (25+ Units)	All	$1,272 	-1.00%	1.80%	1
Louisville/Jefferson County, KY	Nov-24	Jan-25	Multi-Family (25+ Units)	All	$1,283 	0.90%	0.60%	1
Louisville/Jefferson County, KY	Dec-24	Feb-25	Multi-Family (25+ Units)	All	$1,299 	1.20%	0.10%	1
Louisville/Jefferson County, KY	Jan-25	Mar-25	Multi-Family (25+ Units)	All	$1,317 	1.40%	-0.30%	1
Louisville/Jefferson County, KY	Feb-25	Apr-25	Multi-Family (25+ Units)	All	$1,336 	1.40%	1.20%	1
Louisville/Jefferson County, KY	Mar-25	May-25	Multi-Family (25+ Units)	All	$1,323 	-1.00%	-0.20%	1
Louisville/Jefferson County, KY	Apr-25	Jun-25	Multi-Family (25+ Units)	All	$1,317 	-0.50%	-2.60%	1
Louisville/Jefferson County, KY	May-25	Jul-25	Multi-Family (25+ Units)	All	$1,310 	-0.50%	-2.60%	1
Louisville/Jefferson County, KY	Jun-25	Aug-25	Multi-Family (25+ Units)	All	$1,297 	-1.00%	-2.40%	1
Memphis, TN	Mar-19	May-19	Multi-Family (25+ Units)	All	$1,113 			1
Memphis, TN	Apr-19	Jun-19	Multi-Family (25+ Units)	All	$1,060 	-4.70%		1
Memphis, TN	May-19	Jul-19	Multi-Family (25+ Units)	All	$1,030 	-2.80%		1
Memphis, TN	Jun-19	Aug-19	Multi-Family (25+ Units)	All	$975 	-5.30%		1
Memphis, TN	Jul-19	Sep-19	Multi-Family (25+ Units)	All	$970 	-0.50%		1
Memphis, TN	Aug-19	Oct-19	Multi-Family (25+ Units)	All	$960 	-1.00%		1
Memphis, TN	Sep-19	Nov-19	Multi-Family (25+ Units)	All	$935 	-2.60%		1
Memphis, TN	Oct-19	Dec-19	Multi-Family (25+ Units)	All	$960 	2.70%		1
Memphis, TN	Nov-19	Jan-20	Multi-Family (25+ Units)	All	$986 	2.70%		1
Memphis, TN	Dec-19	Feb-20	Multi-Family (25+ Units)	All	$997 	1.10%		1
Memphis, TN	Jan-20	Mar-20	Multi-Family (25+ Units)	All	$987 	-1.00%		1
Memphis, TN	Feb-20	Apr-20	Multi-Family (25+ Units)	All	$986 	-0.10%		1
Memphis, TN	Mar-20	May-20	Multi-Family (25+ Units)	All	$1,000 	1.40%	-10.10%	1
Memphis, TN	Apr-20	Jun-20	Multi-Family (25+ Units)	All	$1,010 	1.00%	-4.70%	1
Memphis, TN	May-20	Jul-20	Multi-Family (25+ Units)	All	$1,018 	0.80%	-1.20%	1
Memphis, TN	Jun-20	Aug-20	Multi-Family (25+ Units)	All	$1,030 	1.20%	5.60%	1
Memphis, TN	Jul-20	Sep-20	Multi-Family (25+ Units)	All	$1,085 	5.30%	11.90%	1
Memphis, TN	Aug-20	Oct-20	Multi-Family (25+ Units)	All	$1,090 	0.50%	13.50%	1
Memphis, TN	Sep-20	Nov-20	Multi-Family (25+ Units)	All	$1,123 	3.00%	20.10%	1
Memphis, TN	Oct-20	Dec-20	Multi-Family (25+ Units)	All	$1,075 	-4.30%	12.00%	1
Memphis, TN	Nov-20	Jan-21	Multi-Family (25+ Units)	All	$1,121 	4.30%	13.70%	1
Memphis, TN	Dec-20	Feb-21	Multi-Family (25+ Units)	All	$1,157 	3.20%	16.00%	1
Memphis, TN	Jan-21	Mar-21	Multi-Family (25+ Units)	All	$1,205 	4.20%	22.10%	1
Memphis, TN	Feb-21	Apr-21	Multi-Family (25+ Units)	All	$1,252 	3.90%	26.90%	1
Memphis, TN	Mar-21	May-21	Multi-Family (25+ Units)	All	$1,288 	2.90%	28.80%	1
Memphis, TN	Apr-21	Jun-21	Multi-Family (25+ Units)	All	$1,350 	4.80%	33.70%	1
Memphis, TN	May-21	Jul-21	Multi-Family (25+ Units)	All	$1,350 	0.00%	32.60%	1
Memphis, TN	Jun-21	Aug-21	Multi-Family (25+ Units)	All	$1,364 	1.00%	32.40%	1
Memphis, TN	Jul-21	Sep-21	Multi-Family (25+ Units)	All	$1,350 	-1.00%	24.40%	1
Memphis, TN	Aug-21	Oct-21	Multi-Family (25+ Units)	All	$1,338 	-0.90%	22.80%	1
Memphis, TN	Sep-21	Nov-21	Multi-Family (25+ Units)	All	$1,305 	-2.50%	16.20%	1
Memphis, TN	Oct-21	Dec-21	Multi-Family (25+ Units)	All	$1,298 	-0.50%	20.70%	1
Memphis, TN	Nov-21	Jan-22	Multi-Family (25+ Units)	All	$1,303 	0.40%	16.20%	1
Memphis, TN	Dec-21	Feb-22	Multi-Family (25+ Units)	All	$1,305 	0.20%	12.80%	1
Memphis, TN	Jan-22	Mar-22	Multi-Family (25+ Units)	All	$1,270 	-2.70%	5.40%	1
Memphis, TN	Feb-22	Apr-22	Multi-Family (25+ Units)	All	$1,302 	2.50%	4.00%	1
Memphis, TN	Mar-22	May-22	Multi-Family (25+ Units)	All	$1,325 	1.80%	2.90%	1
Memphis, TN	Apr-22	Jun-22	Multi-Family (25+ Units)	All	$1,325 	0.00%	-1.90%	1
Memphis, TN	May-22	Jul-22	Multi-Family (25+ Units)	All	$1,320 	-0.40%	-2.20%	1
Memphis, TN	Jun-22	Aug-22	Multi-Family (25+ Units)	All	$1,296 	-1.90%	-5.00%	1
Memphis, TN	Jul-22	Sep-22	Multi-Family (25+ Units)	All	$1,306 	0.80%	-3.30%	1
Memphis, TN	Aug-22	Oct-22	Multi-Family (25+ Units)	All	$1,262 	-3.40%	-5.70%	1
Memphis, TN	Sep-22	Nov-22	Multi-Family (25+ Units)	All	$1,287 	2.00%	-1.40%	1
Memphis, TN	Oct-22	Dec-22	Multi-Family (25+ Units)	All	$1,295 	0.60%	-0.20%	1
Memphis, TN	Nov-22	Jan-23	Multi-Family (25+ Units)	All	$1,350 	4.20%	3.60%	1
Memphis, TN	Dec-22	Feb-23	Multi-Family (25+ Units)	All	$1,348 	-0.10%	3.30%	1
Memphis, TN	Jan-23	Mar-23	Multi-Family (25+ Units)	All	$1,344 	-0.30%	5.80%	1
Memphis, TN	Feb-23	Apr-23	Multi-Family (25+ Units)	All	$1,333 	-0.80%	2.40%	1
Memphis, TN	Mar-23	May-23	Multi-Family (25+ Units)	All	$1,340 	0.50%	1.10%	1
Memphis, TN	Apr-23	Jun-23	Multi-Family (25+ Units)	All	$1,340 	0.00%	1.10%	1
Memphis, TN	May-23	Jul-23	Multi-Family (25+ Units)	All	$1,299 	-3.10%	-1.60%	1
Memphis, TN	Jun-23	Aug-23	Multi-Family (25+ Units)	All	$1,268 	-2.40%	-2.10%	1
Memphis, TN	Jul-23	Sep-23	Multi-Family (25+ Units)	All	$1,250 	-1.40%	-4.30%	1
Memphis, TN	Aug-23	Oct-23	Multi-Family (25+ Units)	All	$1,250 	0.00%	-0.90%	1
Memphis, TN	Sep-23	Nov-23	Multi-Family (25+ Units)	All	$1,250 	0.00%	-2.90%	1
Memphis, TN	Oct-23	Dec-23	Multi-Family (25+ Units)	All	$1,250 	0.00%	-3.50%	1
Memphis, TN	Nov-23	Jan-24	Multi-Family (25+ Units)	All	$1,259 	0.70%	-6.70%	1
Memphis, TN	Dec-23	Feb-24	Multi-Family (25+ Units)	All	$1,259 	0.00%	-6.60%	1
Memphis, TN	Jan-24	Mar-24	Multi-Family (25+ Units)	All	$1,258 	-0.10%	-6.40%	1
Memphis, TN	Feb-24	Apr-24	Multi-Family (25+ Units)	All	$1,280 	1.70%	-4.00%	1
Memphis, TN	Mar-24	May-24	Multi-Family (25+ Units)	All	$1,275 	-0.40%	-4.90%	1
Memphis, TN	Apr-24	Jun-24	Multi-Family (25+ Units)	All	$1,275 	0.00%	-4.90%	1
Memphis, TN	May-24	Jul-24	Multi-Family (25+ Units)	All	$1,251 	-1.90%	-3.70%	1
Memphis, TN	Jun-24	Aug-24	Multi-Family (25+ Units)	All	$1,255 	0.30%	-1.00%	1
Memphis, TN	Jul-24	Sep-24	Multi-Family (25+ Units)	All	$1,249 	-0.50%	-0.10%	1
Memphis, TN	Aug-24	Oct-24	Multi-Family (25+ Units)	All	$1,247 	-0.20%	-0.20%	1
Memphis, TN	Sep-24	Nov-24	Multi-Family (25+ Units)	All	$1,250 	0.20%	0.00%	1
Memphis, TN	Oct-24	Dec-24	Multi-Family (25+ Units)	All	$1,275 	2.00%	2.00%	1
Memphis, TN	Nov-24	Jan-25	Multi-Family (25+ Units)	All	$1,296 	1.60%	2.90%	1
Memphis, TN	Dec-24	Feb-25	Multi-Family (25+ Units)	All	$1,320 	1.90%	4.80%	1
Memphis, TN	Jan-25	Mar-25	Multi-Family (25+ Units)	All	$1,298 	-1.70%	3.20%	1
Memphis, TN	Feb-25	Apr-25	Multi-Family (25+ Units)	All	$1,264 	-2.60%	-1.30%	1
Memphis, TN	Mar-25	May-25	Multi-Family (25+ Units)	All	$1,270 	0.50%	-0.40%	1
Memphis, TN	Apr-25	Jun-25	Multi-Family (25+ Units)	All	$1,275 	0.40%	0.00%	1
Memphis, TN	May-25	Jul-25	Multi-Family (25+ Units)	All	$1,298 	1.80%	3.80%	1
Memphis, TN	Jun-25	Aug-25	Multi-Family (25+ Units)	All	$1,309 	0.80%	4.30%	1
New Orleans, LA	Mar-19	May-19	Multi-Family (25+ Units)	All				1
New Orleans, LA	Apr-19	Jun-19	Multi-Family (25+ Units)	All				1
New Orleans, LA	May-19	Jul-19	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jun-19	Aug-19	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jul-19	Sep-19	Multi-Family (25+ Units)	All				1
New Orleans, LA	Aug-19	Oct-19	Multi-Family (25+ Units)	All				1
New Orleans, LA	Sep-19	Nov-19	Multi-Family (25+ Units)	All				1
New Orleans, LA	Oct-19	Dec-19	Multi-Family (25+ Units)	All				1
New Orleans, LA	Nov-19	Jan-20	Multi-Family (25+ Units)	All				1
New Orleans, LA	Dec-19	Feb-20	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jan-20	Mar-20	Multi-Family (25+ Units)	All				1
New Orleans, LA	Feb-20	Apr-20	Multi-Family (25+ Units)	All				1
New Orleans, LA	Mar-20	May-20	Multi-Family (25+ Units)	All				1
New Orleans, LA	Apr-20	Jun-20	Multi-Family (25+ Units)	All				1
New Orleans, LA	May-20	Jul-20	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jun-20	Aug-20	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jul-20	Sep-20	Multi-Family (25+ Units)	All				1
New Orleans, LA	Aug-20	Oct-20	Multi-Family (25+ Units)	All				1
New Orleans, LA	Sep-20	Nov-20	Multi-Family (25+ Units)	All				1
New Orleans, LA	Oct-20	Dec-20	Multi-Family (25+ Units)	All				1
New Orleans, LA	Nov-20	Jan-21	Multi-Family (25+ Units)	All				1
New Orleans, LA	Dec-20	Feb-21	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jan-21	Mar-21	Multi-Family (25+ Units)	All				1
New Orleans, LA	Feb-21	Apr-21	Multi-Family (25+ Units)	All				1
New Orleans, LA	Mar-21	May-21	Multi-Family (25+ Units)	All				1
New Orleans, LA	Apr-21	Jun-21	Multi-Family (25+ Units)	All				1
New Orleans, LA	May-21	Jul-21	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jun-21	Aug-21	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jul-21	Sep-21	Multi-Family (25+ Units)	All				1
New Orleans, LA	Aug-21	Oct-21	Multi-Family (25+ Units)	All				1
New Orleans, LA	Sep-21	Nov-21	Multi-Family (25+ Units)	All				1
New Orleans, LA	Oct-21	Dec-21	Multi-Family (25+ Units)	All				1
New Orleans, LA	Nov-21	Jan-22	Multi-Family (25+ Units)	All				1
New Orleans, LA	Dec-21	Feb-22	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jan-22	Mar-22	Multi-Family (25+ Units)	All				1
New Orleans, LA	Feb-22	Apr-22	Multi-Family (25+ Units)	All				1
New Orleans, LA	Mar-22	May-22	Multi-Family (25+ Units)	All				1
New Orleans, LA	Apr-22	Jun-22	Multi-Family (25+ Units)	All				1
New Orleans, LA	May-22	Jul-22	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jun-22	Aug-22	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jul-22	Sep-22	Multi-Family (25+ Units)	All				1
New Orleans, LA	Aug-22	Oct-22	Multi-Family (25+ Units)	All				1
New Orleans, LA	Sep-22	Nov-22	Multi-Family (25+ Units)	All				1
New Orleans, LA	Oct-22	Dec-22	Multi-Family (25+ Units)	All				1
New Orleans, LA	Nov-22	Jan-23	Multi-Family (25+ Units)	All				1
New Orleans, LA	Dec-22	Feb-23	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jan-23	Mar-23	Multi-Family (25+ Units)	All				1
New Orleans, LA	Feb-23	Apr-23	Multi-Family (25+ Units)	All				1
New Orleans, LA	Mar-23	May-23	Multi-Family (25+ Units)	All				1
New Orleans, LA	Apr-23	Jun-23	Multi-Family (25+ Units)	All				1
New Orleans, LA	May-23	Jul-23	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jun-23	Aug-23	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jul-23	Sep-23	Multi-Family (25+ Units)	All				1
New Orleans, LA	Aug-23	Oct-23	Multi-Family (25+ Units)	All				1
New Orleans, LA	Sep-23	Nov-23	Multi-Family (25+ Units)	All				1
New Orleans, LA	Oct-23	Dec-23	Multi-Family (25+ Units)	All				1
New Orleans, LA	Nov-23	Jan-24	Multi-Family (25+ Units)	All				1
New Orleans, LA	Dec-23	Feb-24	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jan-24	Mar-24	Multi-Family (25+ Units)	All				1
New Orleans, LA	Feb-24	Apr-24	Multi-Family (25+ Units)	All				1
New Orleans, LA	Mar-24	May-24	Multi-Family (25+ Units)	All				1
New Orleans, LA	Apr-24	Jun-24	Multi-Family (25+ Units)	All				1
New Orleans, LA	May-24	Jul-24	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jun-24	Aug-24	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jul-24	Sep-24	Multi-Family (25+ Units)	All				1
New Orleans, LA	Aug-24	Oct-24	Multi-Family (25+ Units)	All				1
New Orleans, LA	Sep-24	Nov-24	Multi-Family (25+ Units)	All				1
New Orleans, LA	Oct-24	Dec-24	Multi-Family (25+ Units)	All				1
New Orleans, LA	Nov-24	Jan-25	Multi-Family (25+ Units)	All				1
New Orleans, LA	Dec-24	Feb-25	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jan-25	Mar-25	Multi-Family (25+ Units)	All				1
New Orleans, LA	Feb-25	Apr-25	Multi-Family (25+ Units)	All				1
New Orleans, LA	Mar-25	May-25	Multi-Family (25+ Units)	All				1
New Orleans, LA	Apr-25	Jun-25	Multi-Family (25+ Units)	All				1
New Orleans, LA	May-25	Jul-25	Multi-Family (25+ Units)	All				1
New Orleans, LA	Jun-25	Aug-25	Multi-Family (25+ Units)	All				1
Providence, RI	Mar-19	May-19	Multi-Family (25+ Units)	All	$1,698 			1
Providence, RI	Apr-19	Jun-19	Multi-Family (25+ Units)	All	$1,670 	-1.60%		1
Providence, RI	May-19	Jul-19	Multi-Family (25+ Units)	All	$1,650 	-1.20%		1
Providence, RI	Jun-19	Aug-19	Multi-Family (25+ Units)	All	$1,613 	-2.20%		1
Providence, RI	Jul-19	Sep-19	Multi-Family (25+ Units)	All	$1,621 	0.50%		1
Providence, RI	Aug-19	Oct-19	Multi-Family (25+ Units)	All	$1,610 	-0.60%		1
Providence, RI	Sep-19	Nov-19	Multi-Family (25+ Units)	All	$1,625 	0.90%		1
Providence, RI	Oct-19	Dec-19	Multi-Family (25+ Units)	All	$1,600 	-1.50%		1
Providence, RI	Nov-19	Jan-20	Multi-Family (25+ Units)	All	$1,595 	-0.30%		1
Providence, RI	Dec-19	Feb-20	Multi-Family (25+ Units)	All	$1,585 	-0.60%		1
Providence, RI	Jan-20	Mar-20	Multi-Family (25+ Units)	All	$1,625 	2.50%		1
Providence, RI	Feb-20	Apr-20	Multi-Family (25+ Units)	All	$1,633 	0.50%		1
Providence, RI	Mar-20	May-20	Multi-Family (25+ Units)	All	$1,635 	0.10%	-3.70%	1
Providence, RI	Apr-20	Jun-20	Multi-Family (25+ Units)	All	$1,661 	1.60%	-0.50%	1
Providence, RI	May-20	Jul-20	Multi-Family (25+ Units)	All	$1,715 	3.30%	3.90%	1
Providence, RI	Jun-20	Aug-20	Multi-Family (25+ Units)	All	$1,745 	1.70%	8.20%	1
Providence, RI	Jul-20	Sep-20	Multi-Family (25+ Units)	All	$1,700 	-2.60%	4.90%	1
Providence, RI	Aug-20	Oct-20	Multi-Family (25+ Units)	All	$1,685 	-0.90%	4.70%	1
Providence, RI	Sep-20	Nov-20	Multi-Family (25+ Units)	All	$1,695 	0.60%	4.30%	1
Providence, RI	Oct-20	Dec-20	Multi-Family (25+ Units)	All	$1,750 	3.20%	9.40%	1
Providence, RI	Nov-20	Jan-21	Multi-Family (25+ Units)	All	$1,744 	-0.30%	9.40%	1
Providence, RI	Dec-20	Feb-21	Multi-Family (25+ Units)	All	$1,748 	0.20%	10.30%	1
Providence, RI	Jan-21	Mar-21	Multi-Family (25+ Units)	All	$1,725 	-1.30%	6.20%	1
Providence, RI	Feb-21	Apr-21	Multi-Family (25+ Units)	All	$1,803 	4.50%	10.40%	1
Providence, RI	Mar-21	May-21	Multi-Family (25+ Units)	All	$1,845 	2.40%	12.80%	1
Providence, RI	Apr-21	Jun-21	Multi-Family (25+ Units)	All	$1,970 	6.80%	18.60%	1
Providence, RI	May-21	Jul-21	Multi-Family (25+ Units)	All	$1,975 	0.30%	15.20%	1
Providence, RI	Jun-21	Aug-21	Multi-Family (25+ Units)	All	$2,035 	3.00%	16.60%	1
Providence, RI	Jul-21	Sep-21	Multi-Family (25+ Units)	All	$1,970 	-3.20%	15.90%	1
Providence, RI	Aug-21	Oct-21	Multi-Family (25+ Units)	All	$1,930 	-2.10%	14.50%	1
Providence, RI	Sep-21	Nov-21	Multi-Family (25+ Units)	All	$1,930 	0.00%	13.90%	1
Providence, RI	Oct-21	Dec-21	Multi-Family (25+ Units)	All	$1,950 	1.00%	11.40%	1
Providence, RI	Nov-21	Jan-22	Multi-Family (25+ Units)	All	$1,970 	1.00%	13.00%	1
Providence, RI	Dec-21	Feb-22	Multi-Family (25+ Units)	All	$2,034 	3.20%	16.40%	1
Providence, RI	Jan-22	Mar-22	Multi-Family (25+ Units)	All	$2,050 	0.80%	18.80%	1
Providence, RI	Feb-22	Apr-22	Multi-Family (25+ Units)	All	$2,091 	2.00%	16.00%	1
Providence, RI	Mar-22	May-22	Multi-Family (25+ Units)	All	$2,184 	4.50%	18.40%	1
Providence, RI	Apr-22	Jun-22	Multi-Family (25+ Units)	All	$2,288 	4.80%	16.10%	1
Providence, RI	May-22	Jul-22	Multi-Family (25+ Units)	All	$2,270 	-0.80%	14.90%	1
Providence, RI	Jun-22	Aug-22	Multi-Family (25+ Units)	All	$2,225 	-2.00%	9.30%	1
Providence, RI	Jul-22	Sep-22	Multi-Family (25+ Units)	All	$2,143 	-3.70%	8.80%	1
Providence, RI	Aug-22	Oct-22	Multi-Family (25+ Units)	All	$2,074 	-3.20%	7.50%	1
Providence, RI	Sep-22	Nov-22	Multi-Family (25+ Units)	All	$2,050 	-1.20%	6.20%	1
Providence, RI	Oct-22	Dec-22	Multi-Family (25+ Units)	All	$2,052 	0.10%	5.20%	1
Providence, RI	Nov-22	Jan-23	Multi-Family (25+ Units)	All	$2,036 	-0.80%	3.30%	1
Providence, RI	Dec-22	Feb-23	Multi-Family (25+ Units)	All	$2,036 	0.00%	0.10%	1
Providence, RI	Jan-23	Mar-23	Multi-Family (25+ Units)	All	$2,053 	0.90%	0.10%	1
Providence, RI	Feb-23	Apr-23	Multi-Family (25+ Units)	All	$2,106 	2.60%	0.70%	1
Providence, RI	Mar-23	May-23	Multi-Family (25+ Units)	All	$2,155 	2.30%	-1.40%	1
Providence, RI	Apr-23	Jun-23	Multi-Family (25+ Units)	All	$2,204 	2.30%	-3.70%	1
Providence, RI	May-23	Jul-23	Multi-Family (25+ Units)	All	$2,250 	2.10%	-0.90%	1
Providence, RI	Jun-23	Aug-23	Multi-Family (25+ Units)	All	$2,209 	-1.80%	-0.70%	1
Providence, RI	Jul-23	Sep-23	Multi-Family (25+ Units)	All	$2,202 	-0.30%	2.80%	1
Providence, RI	Aug-23	Oct-23	Multi-Family (25+ Units)	All	$2,160 	-1.90%	4.10%	1
Providence, RI	Sep-23	Nov-23	Multi-Family (25+ Units)	All	$2,150 	-0.50%	4.90%	1
Providence, RI	Oct-23	Dec-23	Multi-Family (25+ Units)	All	$2,125 	-1.20%	3.60%	1
Providence, RI	Nov-23	Jan-24	Multi-Family (25+ Units)	All	$2,125 	0.00%	4.40%	1
Providence, RI	Dec-23	Feb-24	Multi-Family (25+ Units)	All	$2,140 	0.70%	5.10%	1
Providence, RI	Jan-24	Mar-24	Multi-Family (25+ Units)	All	$2,150 	0.50%	4.70%	1
Providence, RI	Feb-24	Apr-24	Multi-Family (25+ Units)	All	$2,175 	1.20%	3.30%	1
Providence, RI	Mar-24	May-24	Multi-Family (25+ Units)	All	$2,227 	2.40%	3.30%	1
Providence, RI	Apr-24	Jun-24	Multi-Family (25+ Units)	All	$2,250 	1.10%	2.10%	1
Providence, RI	May-24	Jul-24	Multi-Family (25+ Units)	All	$2,247 	-0.10%	-0.10%	1
Providence, RI	Jun-24	Aug-24	Multi-Family (25+ Units)	All	$2,220 	-1.20%	0.50%	1
Providence, RI	Jul-24	Sep-24	Multi-Family (25+ Units)	All	$2,221 	0.00%	0.90%	1
Providence, RI	Aug-24	Oct-24	Multi-Family (25+ Units)	All	$2,259 	1.70%	4.60%	1
Providence, RI	Sep-24	Nov-24	Multi-Family (25+ Units)	All	$2,250 	-0.40%	4.70%	1
Providence, RI	Oct-24	Dec-24	Multi-Family (25+ Units)	All	$2,240 	-0.40%	5.40%	1
Providence, RI	Nov-24	Jan-25	Multi-Family (25+ Units)	All	$2,245 	0.20%	5.60%	1
Providence, RI	Dec-24	Feb-25	Multi-Family (25+ Units)	All	$2,293 	2.10%	7.10%	1
Providence, RI	Jan-25	Mar-25	Multi-Family (25+ Units)	All	$2,300 	0.30%	7.00%	1
Providence, RI	Feb-25	Apr-25	Multi-Family (25+ Units)	All	$2,306 	0.30%	6.00%	1
Providence, RI	Mar-25	May-25	Multi-Family (25+ Units)	All	$2,355 	2.10%	5.80%	1
Providence, RI	Apr-25	Jun-25	Multi-Family (25+ Units)	All	$2,385 	1.30%	6.00%	1
Providence, RI	May-25	Jul-25	Multi-Family (25+ Units)	All	$2,373 	-0.50%	5.60%	1
Providence, RI	Jun-25	Aug-25	Multi-Family (25+ Units)	All	$2,354 	-0.80%	6.00%	1
Raleigh, NC	Mar-19	May-19	Multi-Family (25+ Units)	All	$1,286 			1
Raleigh, NC	Apr-19	Jun-19	Multi-Family (25+ Units)	All	$1,257 	-2.30%		1
Raleigh, NC	May-19	Jul-19	Multi-Family (25+ Units)	All	$1,245 	-1.00%		1
Raleigh, NC	Jun-19	Aug-19	Multi-Family (25+ Units)	All	$1,223 	-1.80%		1
Raleigh, NC	Jul-19	Sep-19	Multi-Family (25+ Units)	All	$1,215 	-0.70%		1
Raleigh, NC	Aug-19	Oct-19	Multi-Family (25+ Units)	All	$1,200 	-1.20%		1
Raleigh, NC	Sep-19	Nov-19	Multi-Family (25+ Units)	All	$1,200 	0.00%		1
Raleigh, NC	Oct-19	Dec-19	Multi-Family (25+ Units)	All	$1,205 	0.40%		1
Raleigh, NC	Nov-19	Jan-20	Multi-Family (25+ Units)	All	$1,213 	0.70%		1
Raleigh, NC	Dec-19	Feb-20	Multi-Family (25+ Units)	All	$1,204 	-0.70%		1
Raleigh, NC	Jan-20	Mar-20	Multi-Family (25+ Units)	All	$1,200 	-0.30%		1
Raleigh, NC	Feb-20	Apr-20	Multi-Family (25+ Units)	All	$1,198 	-0.20%		1
Raleigh, NC	Mar-20	May-20	Multi-Family (25+ Units)	All	$1,195 	-0.30%	-7.10%	1
Raleigh, NC	Apr-20	Jun-20	Multi-Family (25+ Units)	All	$1,210 	1.30%	-3.70%	1
Raleigh, NC	May-20	Jul-20	Multi-Family (25+ Units)	All	$1,219 	0.70%	-2.10%	1
Raleigh, NC	Jun-20	Aug-20	Multi-Family (25+ Units)	All	$1,230 	0.90%	0.60%	1
Raleigh, NC	Jul-20	Sep-20	Multi-Family (25+ Units)	All	$1,226 	-0.30%	0.90%	1
Raleigh, NC	Aug-20	Oct-20	Multi-Family (25+ Units)	All	$1,234 	0.70%	2.80%	1
Raleigh, NC	Sep-20	Nov-20	Multi-Family (25+ Units)	All	$1,229 	-0.40%	2.40%	1
Raleigh, NC	Oct-20	Dec-20	Multi-Family (25+ Units)	All	$1,225 	-0.30%	1.70%	1
Raleigh, NC	Nov-20	Jan-21	Multi-Family (25+ Units)	All	$1,231 	0.50%	1.50%	1
Raleigh, NC	Dec-20	Feb-21	Multi-Family (25+ Units)	All	$1,245 	1.10%	3.40%	1
Raleigh, NC	Jan-21	Mar-21	Multi-Family (25+ Units)	All	$1,273 	2.20%	6.10%	1
Raleigh, NC	Feb-21	Apr-21	Multi-Family (25+ Units)	All	$1,315 	3.30%	9.80%	1
Raleigh, NC	Mar-21	May-21	Multi-Family (25+ Units)	All	$1,370 	4.20%	14.60%	1
Raleigh, NC	Apr-21	Jun-21	Multi-Family (25+ Units)	All	$1,420 	3.60%	17.40%	1
Raleigh, NC	May-21	Jul-21	Multi-Family (25+ Units)	All	$1,456 	2.50%	19.50%	1
Raleigh, NC	Jun-21	Aug-21	Multi-Family (25+ Units)	All	$1,483 	1.90%	20.60%	1
Raleigh, NC	Jul-21	Sep-21	Multi-Family (25+ Units)	All	$1,495 	0.80%	21.90%	1
Raleigh, NC	Aug-21	Oct-21	Multi-Family (25+ Units)	All	$1,495 	0.00%	21.20%	1
Raleigh, NC	Sep-21	Nov-21	Multi-Family (25+ Units)	All	$1,490 	-0.30%	21.20%	1
Raleigh, NC	Oct-21	Dec-21	Multi-Family (25+ Units)	All	$1,493 	0.20%	21.90%	1
Raleigh, NC	Nov-21	Jan-22	Multi-Family (25+ Units)	All	$1,490 	-0.20%	21.00%	1
